DCO,DEV,SENS,Volume_DEV
9/20/2022,DKK,Achat,700.00
9/21/2022,DKK,Achat,1400.00
9/22/2022,DKK,Achat,2030.00
9/23/2022,DKK,Achat,1750.00
9/26/2022,DKK,Achat,7245.00
9/26/2022,DZD,Achat,24430.00
1/19/2022,EUR,Achat,574493.50
1/20/2022,EUR,Achat,784993.62
1/21/2022,EUR,Achat,265819.80
3/5/2022,EUR,Achat,251261.50
3/6/2022,EUR,Achat,457627.32
3/9/2022,EUR,Achat,759867.48
1/5/2022,EUR,Achat,792071.32
1/5/2022,EUR,Achat,280783.27
1/5/2022,EUR,Achat,203413.00
1/6/2022,EUR,Achat,399913.50
1/6/2022,EUR,Achat,880135.70
1/6/2022,EUR,Achat,424513.38
1/7/2022,EUR,Achat,836267.55
1/7/2022,EUR,Achat,281863.69
1/7/2022,EUR,Achat,155764.00
1/10/2022,EUR,Achat,244674.53
1/10/2022,EUR,Achat,744362.47
1/10/2022,EUR,Achat,293947.50
1/11/2022,EUR,Achat,209244.00
1/11/2022,EUR,Achat,781045.09
1/11/2022,EUR,Achat,401481.66
1/12/2022,EUR,Achat,766436.53
1/12/2022,EUR,Achat,239445.49
1/12/2022,EUR,Achat,148036.00
1/13/2022,EUR,Achat,199514.00
1/13/2022,EUR,Achat,585607.41
1/13/2022,EUR,Achat,330759.63
1/14/2022,EUR,Achat,936963.95
1/14/2022,EUR,Achat,162343.97
1/14/2022,EUR,Achat,166362.00
1/17/2022,EUR,Achat,252560.00
1/17/2022,EUR,Achat,162927.63
1/17/2022,EUR,Achat,1024154.15
1/18/2022,EUR,Achat,312763.68
1/18/2022,EUR,Achat,841164.79
1/18/2022,EUR,Achat,180530.00
1/19/2022,EUR,Achat,136675.00
1/19/2022,EUR,Achat,180606.15
1/19/2022,EUR,Achat,736060.21
1/20/2022,EUR,Achat,1077077.44
1/20/2022,EUR,Achat,266749.81
1/20/2022,EUR,Achat,277231.50
1/21/2022,EUR,Achat,162449.89
1/21/2022,EUR,Achat,99736.00
1/21/2022,EUR,Achat,982553.53
1/24/2022,EUR,Achat,1087833.54
1/24/2022,EUR,Achat,207707.50
1/24/2022,EUR,Achat,193190.26
1/25/2022,EUR,Achat,1036086.18
1/25/2022,EUR,Achat,311807.50
1/25/2022,EUR,Achat,107698.50
1/26/2022,EUR,Achat,216342.92
1/26/2022,EUR,Achat,933886.93
1/26/2022,EUR,Achat,156250.50
1/27/2022,EUR,Achat,280607.31
1/27/2022,EUR,Achat,721771.54
1/27/2022,EUR,Achat,140934.50
1/28/2022,EUR,Achat,161344.76
1/28/2022,EUR,Achat,124138.00
1/28/2022,EUR,Achat,1086747.31
1/31/2022,EUR,Achat,319231.50
1/31/2022,EUR,Achat,1831524.02
1/31/2022,EUR,Achat,179066.36
2/1/2022,EUR,Achat,140350.00
2/1/2022,EUR,Achat,333802.54
2/1/2022,EUR,Achat,925079.17
2/2/2022,EUR,Achat,783878.90
2/2/2022,EUR,Achat,105329.00
2/2/2022,EUR,Achat,216841.71
2/3/2022,EUR,Achat,268751.10
2/3/2022,EUR,Achat,1002589.60
2/3/2022,EUR,Achat,132517.00
2/4/2022,EUR,Achat,930681.27
2/4/2022,EUR,Achat,203417.45
2/4/2022,EUR,Achat,177936.50
2/7/2022,EUR,Achat,1336757.49
2/7/2022,EUR,Achat,188765.08
2/7/2022,EUR,Achat,275275.00
2/8/2022,EUR,Achat,133280.00
2/8/2022,EUR,Achat,815913.29
2/8/2022,EUR,Achat,322420.71
2/9/2022,EUR,Achat,697338.63
2/9/2022,EUR,Achat,115937.50
2/9/2022,EUR,Achat,217615.83
2/10/2022,EUR,Achat,646644.88
2/10/2022,EUR,Achat,278791.91
2/10/2022,EUR,Achat,141211.00
2/11/2022,EUR,Achat,165959.50
2/11/2022,EUR,Achat,209214.05
2/11/2022,EUR,Achat,690730.97
2/14/2022,EUR,Achat,821183.67
2/14/2022,EUR,Achat,183819.06
2/14/2022,EUR,Achat,244993.00
2/15/2022,EUR,Achat,190571.50
2/15/2022,EUR,Achat,333534.72
2/15/2022,EUR,Achat,751722.01
2/16/2022,EUR,Achat,148921.50
2/16/2022,EUR,Achat,619712.09
2/16/2022,EUR,Achat,217478.98
2/17/2022,EUR,Achat,321562.50
2/17/2022,EUR,Achat,679883.70
2/17/2022,EUR,Achat,359822.82
2/18/2022,EUR,Achat,181904.29
2/18/2022,EUR,Achat,843054.04
2/18/2022,EUR,Achat,210955.50
2/21/2022,EUR,Achat,338558.50
2/21/2022,EUR,Achat,865330.80
2/21/2022,EUR,Achat,188808.62
2/22/2022,EUR,Achat,330386.55
2/22/2022,EUR,Achat,783332.48
2/22/2022,EUR,Achat,182812.00
2/23/2022,EUR,Achat,114268.00
2/23/2022,EUR,Achat,828688.64
2/23/2022,EUR,Achat,222248.39
2/24/2022,EUR,Achat,371285.71
2/24/2022,EUR,Achat,1982221.37
2/24/2022,EUR,Achat,143710.00
2/25/2022,EUR,Achat,188454.42
2/25/2022,EUR,Achat,199899.00
2/25/2022,EUR,Achat,959753.21
2/28/2022,EUR,Achat,437937.50
2/28/2022,EUR,Achat,1311382.32
2/28/2022,EUR,Achat,215839.64
3/1/2022,EUR,Achat,350303.57
3/1/2022,EUR,Achat,233607.50
3/1/2022,EUR,Achat,1349685.30
3/2/2022,EUR,Achat,246991.38
3/2/2022,EUR,Achat,1195684.83
3/2/2022,EUR,Achat,227860.50
3/3/2022,EUR,Achat,170758.00
3/3/2022,EUR,Achat,945626.16
3/3/2022,EUR,Achat,394255.41
3/4/2022,EUR,Achat,786817.91
3/4/2022,EUR,Achat,197431.50
3/4/2022,EUR,Achat,279422.37
3/7/2022,EUR,Achat,1158983.76
3/7/2022,EUR,Achat,233638.92
3/7/2022,EUR,Achat,371472.50
3/8/2022,EUR,Achat,854114.06
3/8/2022,EUR,Achat,204666.00
3/8/2022,EUR,Achat,444357.12
3/9/2022,EUR,Achat,820062.45
3/9/2022,EUR,Achat,237971.16
3/9/2022,EUR,Achat,123109.00
3/10/2022,EUR,Achat,242648.00
3/10/2022,EUR,Achat,424497.37
3/10/2022,EUR,Achat,741264.05
3/11/2022,EUR,Achat,227556.00
3/11/2022,EUR,Achat,667203.52
3/11/2022,EUR,Achat,250254.47
3/14/2022,EUR,Achat,402335.50
3/14/2022,EUR,Achat,246036.43
3/14/2022,EUR,Achat,670302.86
3/15/2022,EUR,Achat,612417.46
3/15/2022,EUR,Achat,253484.00
3/15/2022,EUR,Achat,376400.12
3/16/2022,EUR,Achat,707692.59
3/16/2022,EUR,Achat,174107.50
3/16/2022,EUR,Achat,220483.67
3/17/2022,EUR,Achat,391894.48
3/17/2022,EUR,Achat,600094.29
3/17/2022,EUR,Achat,269181.50
3/18/2022,EUR,Achat,676524.63
3/18/2022,EUR,Achat,235592.74
3/18/2022,EUR,Achat,238990.50
3/21/2022,EUR,Achat,517741.00
3/21/2022,EUR,Achat,199739.94
3/21/2022,EUR,Achat,1027688.31
3/22/2022,EUR,Achat,366743.97
3/22/2022,EUR,Achat,209310.50
3/22/2022,EUR,Achat,953463.38
3/23/2022,EUR,Achat,273387.90
3/23/2022,EUR,Achat,577880.14
3/23/2022,EUR,Achat,267585.50
3/24/2022,EUR,Achat,404378.70
3/24/2022,EUR,Achat,912271.02
3/24/2022,EUR,Achat,193592.00
3/25/2022,EUR,Achat,291623.50
3/25/2022,EUR,Achat,966160.48
3/25/2022,EUR,Achat,233791.08
3/28/2022,EUR,Achat,226970.79
3/28/2022,EUR,Achat,1692467.57
3/28/2022,EUR,Achat,304731.00
3/29/2022,EUR,Achat,355986.76
3/29/2022,EUR,Achat,218603.00
3/29/2022,EUR,Achat,1078928.00
3/30/2022,EUR,Achat,948302.66
3/30/2022,EUR,Achat,245087.50
3/30/2022,EUR,Achat,318523.82
4/1/2022,EUR,Achat,23091.89
4/1/2022,EUR,Achat,169771.00
4/1/2022,EUR,Achat,1123434.83
4/4/2022,EUR,Achat,1328334.85
4/4/2022,EUR,Achat,220976.00
4/4/2022,EUR,Achat,456798.33
4/5/2022,EUR,Achat,1057802.20
4/5/2022,EUR,Achat,121642.50
4/5/2022,EUR,Achat,470327.01
4/6/2022,EUR,Achat,259938.00
4/6/2022,EUR,Achat,249881.72
4/6/2022,EUR,Achat,864601.17
4/7/2022,EUR,Achat,893194.84
4/7/2022,EUR,Achat,389032.58
4/7/2022,EUR,Achat,156779.00
4/8/2022,EUR,Achat,221233.08
4/8/2022,EUR,Achat,172424.00
4/8/2022,EUR,Achat,697516.47
4/11/2022,EUR,Achat,224189.00
4/11/2022,EUR,Achat,134589.11
4/11/2022,EUR,Achat,798704.65
4/12/2022,EUR,Achat,177600.50
4/12/2022,EUR,Achat,25239.69
4/12/2022,EUR,Achat,752884.11
4/13/2022,EUR,Achat,570848.52
4/13/2022,EUR,Achat,956432.11
4/13/2022,EUR,Achat,118482.00
4/14/2022,EUR,Achat,347480.59
4/14/2022,EUR,Achat,156303.00
4/14/2022,EUR,Achat,666981.35
4/15/2022,EUR,Achat,655791.66
4/15/2022,EUR,Achat,166880.00
4/15/2022,EUR,Achat,228165.42
4/18/2022,EUR,Achat,556204.24
4/18/2022,EUR,Achat,246827.00
4/18/2022,EUR,Achat,176771.18
4/19/2022,EUR,Achat,301847.67
4/19/2022,EUR,Achat,144116.00
4/19/2022,EUR,Achat,1338580.66
4/20/2022,EUR,Achat,132408.50
4/20/2022,EUR,Achat,81491.21
4/20/2022,EUR,Achat,912931.29
4/21/2022,EUR,Achat,174825.00
4/21/2022,EUR,Achat,569877.39
4/21/2022,EUR,Achat,1012276.14
4/22/2022,EUR,Achat,860670.66
4/22/2022,EUR,Achat,259033.03
4/22/2022,EUR,Achat,147360.50
4/25/2022,EUR,Achat,191409.85
4/25/2022,EUR,Achat,1242841.02
4/25/2022,EUR,Achat,296341.50
4/26/2022,EUR,Achat,209244.00
4/26/2022,EUR,Achat,1267802.03
4/26/2022,EUR,Achat,350579.63
4/27/2022,EUR,Achat,1394091.31
4/27/2022,EUR,Achat,243289.83
4/27/2022,EUR,Achat,309788.50
4/28/2022,EUR,Achat,358152.46
4/28/2022,EUR,Achat,1679874.36
4/28/2022,EUR,Achat,178174.50
4/29/2022,EUR,Achat,1110765.71
4/29/2022,EUR,Achat,247717.51
4/29/2022,EUR,Achat,209485.50
5/4/2022,EUR,Achat,1374670.59
5/4/2022,EUR,Achat,495929.00
5/4/2022,EUR,Achat,206585.46
5/5/2022,EUR,Achat,619795.48
5/5/2022,EUR,Achat,315535.50
5/5/2022,EUR,Achat,1695938.37
5/6/2022,EUR,Achat,403000.33
5/6/2022,EUR,Achat,260225.00
5/6/2022,EUR,Achat,912418.94
5/9/2022,EUR,Achat,438879.00
5/9/2022,EUR,Achat,24128.04
5/9/2022,EUR,Achat,824291.33
5/10/2022,EUR,Achat,214448.50
5/10/2022,EUR,Achat,746957.77
5/10/2022,EUR,Achat,1201227.48
5/11/2022,EUR,Achat,647633.88
5/11/2022,EUR,Achat,198639.00
5/11/2022,EUR,Achat,310214.86
5/12/2022,EUR,Achat,581570.61
5/12/2022,EUR,Achat,189703.50
5/12/2022,EUR,Achat,847801.53
5/13/2022,EUR,Achat,561217.75
5/13/2022,EUR,Achat,209930.00
5/13/2022,EUR,Achat,325045.79
5/16/2022,EUR,Achat,388227.00
5/16/2022,EUR,Achat,733159.34
5/16/2022,EUR,Achat,293126.78
5/17/2022,EUR,Achat,750170.04
5/17/2022,EUR,Achat,338079.00
5/17/2022,EUR,Achat,527029.40
5/18/2022,EUR,Achat,672966.67
5/18/2022,EUR,Achat,295444.66
5/18/2022,EUR,Achat,198586.50
5/19/2022,EUR,Achat,181079.50
5/19/2022,EUR,Achat,542764.24
5/19/2022,EUR,Achat,597721.40
5/20/2022,EUR,Achat,345317.67
5/20/2022,EUR,Achat,663759.62
5/20/2022,EUR,Achat,215747.00
5/23/2022,EUR,Achat,448840.00
5/23/2022,EUR,Achat,1056924.34
5/23/2022,EUR,Achat,248461.63
5/24/2022,EUR,Achat,873816.49
5/24/2022,EUR,Achat,469976.07
5/24/2022,EUR,Achat,325643.50
5/25/2022,EUR,Achat,268327.17
5/25/2022,EUR,Achat,881525.96
5/25/2022,EUR,Achat,174069.00
5/26/2022,EUR,Achat,537828.98
5/26/2022,EUR,Achat,1209521.92
5/26/2022,EUR,Achat,192381.00
5/27/2022,EUR,Achat,355800.76
5/27/2022,EUR,Achat,800176.66
5/27/2022,EUR,Achat,247348.50
5/30/2022,EUR,Achat,470424.50
5/30/2022,EUR,Achat,1068971.26
5/30/2022,EUR,Achat,298305.02
5/31/2022,EUR,Achat,1121340.82
5/31/2022,EUR,Achat,257911.50
5/31/2022,EUR,Achat,546895.45
6/1/2022,EUR,Achat,173792.50
6/1/2022,EUR,Achat,294610.86
6/1/2022,EUR,Achat,1041847.00
6/2/2022,EUR,Achat,158399.50
6/2/2022,EUR,Achat,859276.01
6/2/2022,EUR,Achat,617385.41
6/3/2022,EUR,Achat,282089.50
6/3/2022,EUR,Achat,738534.78
6/3/2022,EUR,Achat,348882.32
6/6/2022,EUR,Achat,390089.00
6/6/2022,EUR,Achat,934416.83
6/6/2022,EUR,Achat,329983.39
6/7/2022,EUR,Achat,240698.50
6/7/2022,EUR,Achat,651999.67
6/7/2022,EUR,Achat,574590.43
6/8/2022,EUR,Achat,152635.00
6/8/2022,EUR,Achat,862384.64
6/8/2022,EUR,Achat,312664.22
6/9/2022,EUR,Achat,272797.00
6/9/2022,EUR,Achat,610191.95
6/9/2022,EUR,Achat,600431.00
6/10/2022,EUR,Achat,223195.00
6/10/2022,EUR,Achat,803543.69
6/10/2022,EUR,Achat,301741.26
6/13/2022,EUR,Achat,348918.50
6/13/2022,EUR,Achat,800056.17
6/13/2022,EUR,Achat,318455.19
6/14/2022,EUR,Achat,194040.00
6/14/2022,EUR,Achat,653293.69
6/14/2022,EUR,Achat,577230.51
6/15/2022,EUR,Achat,166852.00
6/15/2022,EUR,Achat,642144.41
6/15/2022,EUR,Achat,28883.88
6/16/2022,EUR,Achat,140178.50
6/16/2022,EUR,Achat,613595.92
6/16/2022,EUR,Achat,837391.21
6/17/2022,EUR,Achat,341929.00
6/17/2022,EUR,Achat,764464.34
6/17/2022,EUR,Achat,320819.30
6/20/2022,EUR,Achat,503622.00
6/20/2022,EUR,Achat,594990.35
6/20/2022,EUR,Achat,279904.48
6/21/2022,EUR,Achat,270875.50
6/21/2022,EUR,Achat,1360468.64
6/21/2022,EUR,Achat,498656.38
6/22/2022,EUR,Achat,222999.00
6/22/2022,EUR,Achat,683624.26
6/22/2022,EUR,Achat,290969.61
6/23/2022,EUR,Achat,262794.00
6/23/2022,EUR,Achat,962781.90
6/23/2022,EUR,Achat,607291.60
6/24/2022,EUR,Achat,257043.50
6/24/2022,EUR,Achat,845303.25
6/24/2022,EUR,Achat,321724.26
6/27/2022,EUR,Achat,597844.80
6/27/2022,EUR,Achat,1048037.49
6/27/2022,EUR,Achat,332830.68
6/28/2022,EUR,Achat,338751.00
6/28/2022,EUR,Achat,1495623.10
6/28/2022,EUR,Achat,550379.19
6/29/2022,EUR,Achat,253480.50
6/29/2022,EUR,Achat,1064457.60
6/29/2022,EUR,Achat,307162.29
6/30/2022,EUR,Achat,455861.00
6/30/2022,EUR,Achat,1181129.53
6/30/2022,EUR,Achat,623407.99
7/1/2022,EUR,Achat,231493.50
7/1/2022,EUR,Achat,907791.09
7/1/2022,EUR,Achat,415350.41
7/4/2022,EUR,Achat,591759.00
7/4/2022,EUR,Achat,1035668.24
7/4/2022,EUR,Achat,361971.61
7/5/2022,EUR,Achat,417179.00
7/5/2022,EUR,Achat,1022047.05
7/5/2022,EUR,Achat,683096.22
7/6/2022,EUR,Achat,392959.00
7/6/2022,EUR,Achat,1081104.43
7/6/2022,EUR,Achat,411587.47
7/7/2022,EUR,Achat,405573.00
7/7/2022,EUR,Achat,885577.74
7/7/2022,EUR,Achat,714093.96
7/8/2022,EUR,Achat,303075.50
7/8/2022,EUR,Achat,639184.01
7/8/2022,EUR,Achat,520111.52
7/11/2022,EUR,Achat,788284.00
7/11/2022,EUR,Achat,806566.58
7/11/2022,EUR,Achat,401888.80
7/12/2022,EUR,Achat,590065.00
7/12/2022,EUR,Achat,636357.87
7/12/2022,EUR,Achat,754175.54
7/13/2022,EUR,Achat,515746.00
7/13/2022,EUR,Achat,882096.08
7/13/2022,EUR,Achat,353029.24
7/14/2022,EUR,Achat,556356.50
7/14/2022,EUR,Achat,999017.99
7/14/2022,EUR,Achat,609793.72
7/15/2022,EUR,Achat,559156.50
7/15/2022,EUR,Achat,903656.30
7/15/2022,EUR,Achat,484962.58
7/18/2022,EUR,Achat,774507.30
7/18/2022,EUR,Achat,712124.08
7/18/2022,EUR,Achat,19716.58
7/19/2022,EUR,Achat,690126.50
7/19/2022,EUR,Achat,848446.18
7/19/2022,EUR,Achat,1279303.89
7/20/2022,EUR,Achat,535199.00
7/20/2022,EUR,Achat,828726.04
7/20/2022,EUR,Achat,467086.97
7/21/2022,EUR,Achat,424399.50
7/21/2022,EUR,Achat,1297433.98
7/21/2022,EUR,Achat,777281.07
7/22/2022,EUR,Achat,514290.00
7/22/2022,EUR,Achat,1200729.61
7/22/2022,EUR,Achat,459095.18
7/26/2022,EUR,Achat,1069386.50
7/26/2022,EUR,Achat,1274178.09
7/26/2022,EUR,Achat,635404.11
7/27/2022,EUR,Achat,619783.50
7/27/2022,EUR,Achat,1095389.92
7/27/2022,EUR,Achat,1019178.73
7/28/2022,EUR,Achat,483465.50
7/28/2022,EUR,Achat,1170412.70
7/28/2022,EUR,Achat,580610.31
7/29/2022,EUR,Achat,492320.50
7/29/2022,EUR,Achat,1449924.24
7/29/2022,EUR,Achat,1073947.04
8/1/2022,EUR,Achat,810355.00
8/1/2022,EUR,Achat,1338917.75
8/1/2022,EUR,Achat,340279.71
8/2/2022,EUR,Achat,543648.00
8/2/2022,EUR,Achat,771330.46
8/2/2022,EUR,Achat,1466586.74
8/3/2022,EUR,Achat,470953.00
8/3/2022,EUR,Achat,868898.51
8/3/2022,EUR,Achat,574723.60
8/4/2022,EUR,Achat,420626.50
8/4/2022,EUR,Achat,1036947.79
8/4/2022,EUR,Achat,981534.59
8/5/2022,EUR,Achat,687767.50
8/5/2022,EUR,Achat,1033789.31
8/5/2022,EUR,Achat,588775.08
8/8/2022,EUR,Achat,887887.00
8/8/2022,EUR,Achat,970835.59
8/8/2022,EUR,Achat,575618.67
8/9/2022,EUR,Achat,528535.00
8/9/2022,EUR,Achat,724730.13
8/9/2022,EUR,Achat,1473906.39
8/10/2022,EUR,Achat,583992.50
8/10/2022,EUR,Achat,508393.75
8/10/2022,EUR,Achat,645055.53
8/11/2022,EUR,Achat,600918.50
8/11/2022,EUR,Achat,504417.25
8/11/2022,EUR,Achat,988896.28
8/12/2022,EUR,Achat,504626.50
8/12/2022,EUR,Achat,878044.10
8/12/2022,EUR,Achat,833771.25
8/15/2022,EUR,Achat,951797.00
8/15/2022,EUR,Achat,646182.60
8/15/2022,EUR,Achat,669919.81
8/16/2022,EUR,Achat,423090.50
8/16/2022,EUR,Achat,489125.71
8/16/2022,EUR,Achat,1176757.67
8/17/2022,EUR,Achat,384774.16
8/17/2022,EUR,Achat,437379.73
8/17/2022,EUR,Achat,610941.58
8/18/2022,EUR,Achat,437871.00
8/18/2022,EUR,Achat,546729.65
8/18/2022,EUR,Achat,1008446.78
8/19/2022,EUR,Achat,428120.00
8/19/2022,EUR,Achat,517064.69
8/19/2022,EUR,Achat,837176.54
8/22/2022,EUR,Achat,846223.00
8/22/2022,EUR,Achat,495178.76
8/22/2022,EUR,Achat,452470.31
8/23/2022,EUR,Achat,457320.50
8/23/2022,EUR,Achat,831534.58
8/23/2022,EUR,Achat,1134428.84
8/24/2022,EUR,Achat,404173.00
8/24/2022,EUR,Achat,886960.13
8/24/2022,EUR,Achat,617626.31
8/25/2022,EUR,Achat,340060.00
8/25/2022,EUR,Achat,981500.17
8/25/2022,EUR,Achat,874666.39
8/26/2022,EUR,Achat,355281.50
8/26/2022,EUR,Achat,815698.84
8/26/2022,EUR,Achat,664176.88
8/29/2022,EUR,Achat,718301.50
8/29/2022,EUR,Achat,916951.71
8/29/2022,EUR,Achat,566538.10
8/30/2022,EUR,Achat,503135.50
8/30/2022,EUR,Achat,1383416.69
8/30/2022,EUR,Achat,913996.47
8/31/2022,EUR,Achat,413703.50
8/31/2022,EUR,Achat,1035424.61
8/31/2022,EUR,Achat,553471.37
9/1/2022,EUR,Achat,347340.00
9/1/2022,EUR,Achat,1036249.40
9/1/2022,EUR,Achat,852224.38
9/2/2022,EUR,Achat,329735.00
9/2/2022,EUR,Achat,904549.71
9/2/2022,EUR,Achat,654687.71
9/5/2022,EUR,Achat,566275.50
9/5/2022,EUR,Achat,728202.85
9/5/2022,EUR,Achat,514712.71
9/6/2022,EUR,Achat,344239.00
9/6/2022,EUR,Achat,983226.87
9/6/2022,EUR,Achat,935238.44
9/7/2022,EUR,Achat,268551.50
9/7/2022,EUR,Achat,1024124.40
9/7/2022,EUR,Achat,474448.96
9/8/2022,EUR,Achat,373803.50
9/8/2022,EUR,Achat,957093.76
9/8/2022,EUR,Achat,780400.81
9/9/2022,EUR,Achat,435456.00
9/9/2022,EUR,Achat,508404.62
9/9/2022,EUR,Achat,473493.78
9/12/2022,EUR,Achat,573090.00
9/12/2022,EUR,Achat,789132.91
9/12/2022,EUR,Achat,476048.42
9/13/2022,EUR,Achat,260799.00
9/13/2022,EUR,Achat,600929.42
9/13/2022,EUR,Achat,752524.81
9/14/2022,EUR,Achat,265814.50
9/14/2022,EUR,Achat,658451.18
9/14/2022,EUR,Achat,397538.71
9/15/2022,EUR,Achat,289383.50
9/15/2022,EUR,Achat,744660.16
9/15/2022,EUR,Achat,769149.43
9/16/2022,EUR,Achat,265688.50
9/16/2022,EUR,Achat,891556.01
9/16/2022,EUR,Achat,467375.11
9/19/2022,EUR,Achat,514097.50
9/19/2022,EUR,Achat,754790.81
9/19/2022,EUR,Achat,365322.60
9/20/2022,EUR,Achat,309746.50
9/20/2022,EUR,Achat,792455.45
9/20/2022,EUR,Achat,638077.23
9/21/2022,EUR,Achat,237930.00
9/21/2022,EUR,Achat,809905.65
9/21/2022,EUR,Achat,371715.48
9/22/2022,EUR,Achat,215848.50
9/22/2022,EUR,Achat,686709.57
9/22/2022,EUR,Achat,683395.08
9/23/2022,EUR,Achat,255633.00
9/23/2022,EUR,Achat,974288.81
9/23/2022,EUR,Achat,345716.16
9/26/2022,EUR,Achat,387152.50
9/26/2022,EUR,Achat,1103643.23
9/26/2022,EUR,Achat,317278.93
1/23/2022,GBP,Achat,154.14
1/24/2022,GBP,Achat,10423.00
1/26/2022,GBP,Achat,5485.23
3/11/2022,GBP,Achat,42.43
3/12/2022,GBP,Achat,4851.60
3/14/2022,GBP,Achat,7147.00
1/5/2022,GBP,Achat,4291.00
1/5/2022,GBP,Achat,415.04
1/5/2022,GBP,Achat,5572.95
1/6/2022,GBP,Achat,8257.92
1/6/2022,GBP,Achat,3601.50
1/6/2022,GBP,Achat,144.44
1/7/2022,GBP,Achat,19362.00
1/7/2022,GBP,Achat,1167.19
1/7/2022,GBP,Achat,150.05
1/10/2022,GBP,Achat,1525.38
1/10/2022,GBP,Achat,529.07
1/10/2022,GBP,Achat,11445.00
1/11/2022,GBP,Achat,18.90
1/11/2022,GBP,Achat,1921.50
1/11/2022,GBP,Achat,284.74
1/12/2022,GBP,Achat,209.72
1/12/2022,GBP,Achat,7272.64
1/12/2022,GBP,Achat,3328.50
1/13/2022,GBP,Achat,6079.50
1/13/2022,GBP,Achat,168.00
1/13/2022,GBP,Achat,34664.44
1/14/2022,GBP,Achat,6422.50
1/14/2022,GBP,Achat,270.94
1/14/2022,GBP,Achat,1579.33
1/17/2022,GBP,Achat,1712.45
1/17/2022,GBP,Achat,4658.50
1/17/2022,GBP,Achat,8830.63
1/18/2022,GBP,Achat,598.09
1/18/2022,GBP,Achat,10916.50
1/18/2022,GBP,Achat,7530.07
1/19/2022,GBP,Achat,515.07
1/19/2022,GBP,Achat,1663.97
1/19/2022,GBP,Achat,2702.00
1/20/2022,GBP,Achat,6277.99
1/20/2022,GBP,Achat,4004.00
1/20/2022,GBP,Achat,93.33
1/21/2022,GBP,Achat,118.86
1/21/2022,GBP,Achat,311.50
1/21/2022,GBP,Achat,2502.50
1/24/2022,GBP,Achat,288.25
1/24/2022,GBP,Achat,3913.00
1/24/2022,GBP,Achat,5576.90
1/25/2022,GBP,Achat,56.32
1/25/2022,GBP,Achat,10650.28
1/25/2022,GBP,Achat,2016.00
1/26/2022,GBP,Achat,172.52
1/26/2022,GBP,Achat,4206.83
1/26/2022,GBP,Achat,1015.00
1/27/2022,GBP,Achat,5804.09
1/27/2022,GBP,Achat,3255.00
1/27/2022,GBP,Achat,421.85
1/28/2022,GBP,Achat,9881.19
1/28/2022,GBP,Achat,2.23
1/28/2022,GBP,Achat,3843.00
1/31/2022,GBP,Achat,4917.50
1/31/2022,GBP,Achat,11671.32
1/31/2022,GBP,Achat,535.18
2/1/2022,GBP,Achat,3202.50
2/1/2022,GBP,Achat,2800.00
2/1/2022,GBP,Achat,507.29
2/2/2022,GBP,Achat,227.61
2/2/2022,GBP,Achat,24614.02
2/2/2022,GBP,Achat,777.00
2/3/2022,GBP,Achat,24.56
2/3/2022,GBP,Achat,6510.03
2/3/2022,GBP,Achat,2292.50
2/4/2022,GBP,Achat,3251.56
2/4/2022,GBP,Achat,1774.50
2/4/2022,GBP,Achat,44.39
2/7/2022,GBP,Achat,3146.50
2/7/2022,GBP,Achat,394.72
2/7/2022,GBP,Achat,12606.53
2/8/2022,GBP,Achat,712.86
2/8/2022,GBP,Achat,2852.50
2/8/2022,GBP,Achat,21412.41
2/9/2022,GBP,Achat,9698.59
2/9/2022,GBP,Achat,71.77
2/9/2022,GBP,Achat,343.00
2/10/2022,GBP,Achat,469.00
2/10/2022,GBP,Achat,104.83
2/10/2022,GBP,Achat,621.39
2/11/2022,GBP,Achat,56.36
2/11/2022,GBP,Achat,4244.61
2/11/2022,GBP,Achat,5750.50
2/14/2022,GBP,Achat,2787.00
2/14/2022,GBP,Achat,324.85
2/14/2022,GBP,Achat,2520.00
2/15/2022,GBP,Achat,791.00
2/15/2022,GBP,Achat,248.42
2/15/2022,GBP,Achat,4170.18
2/16/2022,GBP,Achat,73.34
2/16/2022,GBP,Achat,6512.14
2/16/2022,GBP,Achat,2471.00
2/17/2022,GBP,Achat,2582.15
2/17/2022,GBP,Achat,66.17
2/17/2022,GBP,Achat,2705.50
2/18/2022,GBP,Achat,16002.00
2/18/2022,GBP,Achat,196.78
2/18/2022,GBP,Achat,51.61
2/21/2022,GBP,Achat,6226.89
2/21/2022,GBP,Achat,9422.00
2/21/2022,GBP,Achat,167.80
2/22/2022,GBP,Achat,4081.00
2/22/2022,GBP,Achat,4033.32
2/22/2022,GBP,Achat,758.37
2/23/2022,GBP,Achat,770.22
2/23/2022,GBP,Achat,328.40
2/23/2022,GBP,Achat,1984.50
2/24/2022,GBP,Achat,6345.50
2/24/2022,GBP,Achat,374.16
2/24/2022,GBP,Achat,2859.19
2/25/2022,GBP,Achat,230.99
2/25/2022,GBP,Achat,8902.69
2/25/2022,GBP,Achat,4525.50
2/28/2022,GBP,Achat,641.69
2/28/2022,GBP,Achat,3108.00
2/28/2022,GBP,Achat,25446.50
3/1/2022,GBP,Achat,5253.50
3/1/2022,GBP,Achat,12049.03
3/1/2022,GBP,Achat,178.28
3/2/2022,GBP,Achat,112.76
3/2/2022,GBP,Achat,10973.14
3/2/2022,GBP,Achat,129.50
3/3/2022,GBP,Achat,952.00
3/3/2022,GBP,Achat,3428.87
