DCO,DEV,SENS,Volume_DEV
9/15/2022,QAR,Achat,11487.70
9/16/2022,QAR,Achat,3992.80
9/16/2022,QAR,Achat,481.43
9/19/2022,QAR,Achat,20050.80
9/19/2022,QAR,Achat,1328.81
9/20/2022,QAR,Achat,11046.70
9/21/2022,QAR,Achat,2350.60
9/21/2022,QAR,Achat,1108.85
9/22/2022,QAR,Achat,2590.00
9/23/2022,QAR,Achat,2681.00
9/23/2022,QAR,Achat,828.99
9/26/2022,QAR,Achat,8890.00
9/26/2022,QAR,Achat,24706.97
2/7/2022,SAR,Achat,25668.52
2/8/2022,SAR,Achat,143520.30
2/9/2022,SAR,Achat,21.45
3/19/2022,SAR,Achat,19149.69
3/21/2022,SAR,Achat,84035.00
1/5/2022,SAR,Achat,76444.96
1/5/2022,SAR,Achat,438089.40
1/6/2022,SAR,Achat,105077.00
1/6/2022,SAR,Achat,715.55
1/7/2022,SAR,Achat,43658.30
1/7/2022,SAR,Achat,4370.70
1/10/2022,SAR,Achat,5799.73
1/10/2022,SAR,Achat,457993.20
1/11/2022,SAR,Achat,315617.40
1/11/2022,SAR,Achat,812.23
1/11/2022,SAR,Achat,16459.12
1/12/2022,SAR,Achat,9241.95
1/12/2022,SAR,Achat,352070.60
1/13/2022,SAR,Achat,18817.62
1/13/2022,SAR,Achat,1.11
1/13/2022,SAR,Achat,240625.00
1/14/2022,SAR,Achat,79300.20
1/14/2022,SAR,Achat,8527.06
1/14/2022,SAR,Achat,108.82
1/17/2022,SAR,Achat,61262.60
1/17/2022,SAR,Achat,8438.26
1/18/2022,SAR,Achat,114783.90
1/18/2022,SAR,Achat,3784.62
1/19/2022,SAR,Achat,43257.10
1/19/2022,SAR,Achat,58758.00
1/20/2022,SAR,Achat,32244.61
1/20/2022,SAR,Achat,34461.00
1/21/2022,SAR,Achat,55222.30
1/21/2022,SAR,Achat,1410.44
1/24/2022,SAR,Achat,190.53
1/24/2022,SAR,Achat,424.12
1/24/2022,SAR,Achat,28027.30
1/25/2022,SAR,Achat,1047.40
1/25/2022,SAR,Achat,42833.00
1/26/2022,SAR,Achat,19636.48
1/26/2022,SAR,Achat,4028.50
1/27/2022,SAR,Achat,6107.46
1/27/2022,SAR,Achat,14210.00
1/28/2022,SAR,Achat,135678.20
1/28/2022,SAR,Achat,6535.26
1/28/2022,SAR,Achat,471.30
1/31/2022,SAR,Achat,842.92
1/31/2022,SAR,Achat,92187.90
1/31/2022,SAR,Achat,14156.95
2/1/2022,SAR,Achat,45218.52
2/1/2022,SAR,Achat,14875.00
2/2/2022,SAR,Achat,42912.11
2/2/2022,SAR,Achat,120360.10
2/3/2022,SAR,Achat,76711.85
2/3/2022,SAR,Achat,22764.00
2/4/2022,SAR,Achat,23411.50
2/4/2022,SAR,Achat,5269.53
2/7/2022,SAR,Achat,10.77
2/7/2022,SAR,Achat,36012.20
2/7/2022,SAR,Achat,5085.36
2/8/2022,SAR,Achat,39547.48
2/8/2022,SAR,Achat,152190.50
2/9/2022,SAR,Achat,27146.00
2/9/2022,SAR,Achat,11604.80
2/10/2022,SAR,Achat,2136.90
2/10/2022,SAR,Achat,24651.90
2/11/2022,SAR,Achat,83297.20
2/11/2022,SAR,Achat,4781.97
2/14/2022,SAR,Achat,1456.58
2/14/2022,SAR,Achat,71638.70
2/15/2022,SAR,Achat,48225.80
2/15/2022,SAR,Achat,2944.09
2/16/2022,SAR,Achat,61271.00
2/16/2022,SAR,Achat,68345.97
2/17/2022,SAR,Achat,3149.24
2/17/2022,SAR,Achat,26083.40
2/18/2022,SAR,Achat,20808.20
2/18/2022,SAR,Achat,56018.93
2/18/2022,SAR,Achat,486.24
2/21/2022,SAR,Achat,5719.69
2/21/2022,SAR,Achat,49189.70
2/22/2022,SAR,Achat,8606.09
2/22/2022,SAR,Achat,41678.00
2/22/2022,SAR,Achat,285.92
2/23/2022,SAR,Achat,2030.95
2/23/2022,SAR,Achat,239536.50
2/24/2022,SAR,Achat,18623.50
2/24/2022,SAR,Achat,2301.54
2/25/2022,SAR,Achat,73924.25
2/25/2022,SAR,Achat,129587.50
2/28/2022,SAR,Achat,833.50
2/28/2022,SAR,Achat,5916.48
2/28/2022,SAR,Achat,96010.60
3/1/2022,SAR,Achat,375.84
3/1/2022,SAR,Achat,54492.20
3/1/2022,SAR,Achat,8941.86
3/2/2022,SAR,Achat,4377.72
3/2/2022,SAR,Achat,57837.50
3/3/2022,SAR,Achat,12251.22
3/3/2022,SAR,Achat,49842.80
3/4/2022,SAR,Achat,25439.40
3/4/2022,SAR,Achat,63453.61
3/7/2022,SAR,Achat,54308.10
3/7/2022,SAR,Achat,15867.73
3/8/2022,SAR,Achat,44569.70
3/8/2022,SAR,Achat,14111.52
3/9/2022,SAR,Achat,29414.70
3/9/2022,SAR,Achat,10136.00
3/10/2022,SAR,Achat,2797.75
3/10/2022,SAR,Achat,34277.60
3/11/2022,SAR,Achat,18830.86
3/11/2022,SAR,Achat,116914.00
3/14/2022,SAR,Achat,135021.60
3/14/2022,SAR,Achat,12352.25
3/15/2022,SAR,Achat,70227.68
3/15/2022,SAR,Achat,35773.50
3/16/2022,SAR,Achat,20415.50
3/16/2022,SAR,Achat,1907.57
3/17/2022,SAR,Achat,53361.73
3/17/2022,SAR,Achat,27608.00
3/18/2022,SAR,Achat,111273.40
3/18/2022,SAR,Achat,3208.83
3/21/2022,SAR,Achat,6.76
3/21/2022,SAR,Achat,15238.36
3/21/2022,SAR,Achat,34539.40
3/22/2022,SAR,Achat,224742.00
3/22/2022,SAR,Achat,9100.00
3/23/2022,SAR,Achat,29050.70
3/23/2022,SAR,Achat,37084.19
3/24/2022,SAR,Achat,12226.91
3/24/2022,SAR,Achat,38615.50
3/25/2022,SAR,Achat,20959.41
3/25/2022,SAR,Achat,463.14
3/25/2022,SAR,Achat,48097.00
3/28/2022,SAR,Achat,100401.00
3/28/2022,SAR,Achat,50713.79
3/29/2022,SAR,Achat,82511.70
3/29/2022,SAR,Achat,74662.70
3/30/2022,SAR,Achat,5446.11
3/30/2022,SAR,Achat,83114.50
4/1/2022,SAR,Achat,35950.60
4/1/2022,SAR,Achat,294.07
4/1/2022,SAR,Achat,20493.84
4/4/2022,SAR,Achat,83181.06
4/4/2022,SAR,Achat,87054.80
4/5/2022,SAR,Achat,40171.31
4/5/2022,SAR,Achat,18708.90
4/6/2022,SAR,Achat,40021.80
4/6/2022,SAR,Achat,1105.01
4/6/2022,SAR,Achat,8506.67
4/7/2022,SAR,Achat,1386.00
4/7/2022,SAR,Achat,19009.90
4/8/2022,SAR,Achat,4951.83
4/8/2022,SAR,Achat,100650.20
4/11/2022,SAR,Achat,773.03
4/11/2022,SAR,Achat,51513.00
4/12/2022,SAR,Achat,27997.90
4/12/2022,SAR,Achat,20275.43
4/13/2022,SAR,Achat,41444.90
4/13/2022,SAR,Achat,12730.23
4/14/2022,SAR,Achat,184.29
4/14/2022,SAR,Achat,1995.46
4/14/2022,SAR,Achat,21816.20
4/15/2022,SAR,Achat,23307.90
4/15/2022,SAR,Achat,1051.93
4/18/2022,SAR,Achat,13315.14
4/18/2022,SAR,Achat,184.01
4/18/2022,SAR,Achat,67261.60
4/19/2022,SAR,Achat,4229.97
4/19/2022,SAR,Achat,6.63
4/19/2022,SAR,Achat,22079.40
4/20/2022,SAR,Achat,118104.00
4/20/2022,SAR,Achat,273.54
4/20/2022,SAR,Achat,730.64
4/21/2022,SAR,Achat,8884.81
4/21/2022,SAR,Achat,84639.80
4/22/2022,SAR,Achat,95300.80
4/22/2022,SAR,Achat,456.40
4/25/2022,SAR,Achat,490080.50
4/25/2022,SAR,Achat,456.40
4/25/2022,SAR,Achat,43816.27
4/26/2022,SAR,Achat,192698.10
4/26/2022,SAR,Achat,4919.10
4/27/2022,SAR,Achat,174357.40
4/27/2022,SAR,Achat,452.83
4/27/2022,SAR,Achat,14954.06
4/28/2022,SAR,Achat,5242.94
4/28/2022,SAR,Achat,408804.20
4/28/2022,SAR,Achat,6.49
4/29/2022,SAR,Achat,8877.95
4/29/2022,SAR,Achat,1053.76
4/29/2022,SAR,Achat,108000.90
5/4/2022,SAR,Achat,30952.59
5/4/2022,SAR,Achat,437402.00
5/5/2022,SAR,Achat,7730.55
5/5/2022,SAR,Achat,556.02
5/5/2022,SAR,Achat,139355.30
5/6/2022,SAR,Achat,69429.86
5/6/2022,SAR,Achat,415849.70
5/9/2022,SAR,Achat,64862.70
5/9/2022,SAR,Achat,5428.65
5/10/2022,SAR,Achat,50410.50
5/10/2022,SAR,Achat,7038.24
5/11/2022,SAR,Achat,99734.60
5/11/2022,SAR,Achat,15235.50
5/12/2022,SAR,Achat,22016.50
5/12/2022,SAR,Achat,65885.40
5/13/2022,SAR,Achat,46636.10
5/13/2022,SAR,Achat,4593.93
5/13/2022,SAR,Achat,355.37
5/16/2022,SAR,Achat,108276.70
5/16/2022,SAR,Achat,3519.61
5/17/2022,SAR,Achat,177015.30
5/17/2022,SAR,Achat,75199.28
5/17/2022,SAR,Achat,176.12
5/18/2022,SAR,Achat,81606.70
5/18/2022,SAR,Achat,9.94
5/18/2022,SAR,Achat,1444.33
5/19/2022,SAR,Achat,32188.80
5/19/2022,SAR,Achat,4118.60
5/20/2022,SAR,Achat,12245.42
5/20/2022,SAR,Achat,105980.00
5/23/2022,SAR,Achat,7802.17
5/23/2022,SAR,Achat,52665.90
5/24/2022,SAR,Achat,34291.33
5/24/2022,SAR,Achat,64850.10
5/25/2022,SAR,Achat,19662.30
5/25/2022,SAR,Achat,5822.58
5/25/2022,SAR,Achat,365.56
5/26/2022,SAR,Achat,149265.20
5/26/2022,SAR,Achat,6760.30
5/27/2022,SAR,Achat,65477.30
5/27/2022,SAR,Achat,7509.98
5/30/2022,SAR,Achat,72804.08
5/30/2022,SAR,Achat,72250.50
5/31/2022,SAR,Achat,3639.57
5/31/2022,SAR,Achat,987.88
5/31/2022,SAR,Achat,84427.00
6/1/2022,SAR,Achat,145246.50
6/1/2022,SAR,Achat,9925.10
6/2/2022,SAR,Achat,81472.30
6/2/2022,SAR,Achat,4373.91
6/3/2022,SAR,Achat,53900.70
6/3/2022,SAR,Achat,2788.15
6/6/2022,SAR,Achat,226844.80
6/6/2022,SAR,Achat,80707.84
6/7/2022,SAR,Achat,215892.60
6/7/2022,SAR,Achat,14345.22
6/8/2022,SAR,Achat,127264.20
6/8/2022,SAR,Achat,42080.97
6/8/2022,SAR,Achat,10.04
6/9/2022,SAR,Achat,38663.10
6/10/2022,SAR,Achat,369174.40
6/10/2022,SAR,Achat,11759.97
6/13/2022,SAR,Achat,172363.80
6/13/2022,SAR,Achat,14452.49
6/14/2022,SAR,Achat,245694.40
6/14/2022,SAR,Achat,16056.93
6/14/2022,SAR,Achat,264.30
6/15/2022,SAR,Achat,471047.50
6/15/2022,SAR,Achat,9315.03
6/15/2022,SAR,Achat,883.76
6/16/2022,SAR,Achat,1124202.10
6/16/2022,SAR,Achat,6732.99
6/17/2022,SAR,Achat,66311.70
6/17/2022,SAR,Achat,27621.69
6/20/2022,SAR,Achat,502448.80
6/20/2022,SAR,Achat,4080.94
6/21/2022,SAR,Achat,634110.40
6/21/2022,SAR,Achat,9208.49
6/21/2022,SAR,Achat,44.25
6/22/2022,SAR,Achat,258127.80
6/22/2022,SAR,Achat,2645.01
6/22/2022,SAR,Achat,26.45
6/23/2022,SAR,Achat,454108.20
6/23/2022,SAR,Achat,116745.36
6/24/2022,SAR,Achat,486679.90
6/27/2022,SAR,Achat,295096.90
6/27/2022,SAR,Achat,15825.13
6/27/2022,SAR,Achat,1.02
6/28/2022,SAR,Achat,227172.40
6/28/2022,SAR,Achat,17552.44
6/29/2022,SAR,Achat,574942.20
6/29/2022,SAR,Achat,15070.70
6/29/2022,SAR,Achat,371.12
6/30/2022,SAR,Achat,741514.20
6/30/2022,SAR,Achat,2317.97
6/30/2022,SAR,Achat,779.70
7/1/2022,SAR,Achat,328112.40
7/1/2022,SAR,Achat,2529.00
7/1/2022,SAR,Achat,29.61
7/4/2022,SAR,Achat,1465007.60
7/4/2022,SAR,Achat,23726.09
7/5/2022,SAR,Achat,1060383.10
7/5/2022,SAR,Achat,99671.85
7/6/2022,SAR,Achat,964672.10
7/6/2022,SAR,Achat,4188.29
7/6/2022,SAR,Achat,215.61
7/7/2022,SAR,Achat,810298.30
7/7/2022,SAR,Achat,25162.19
7/8/2022,SAR,Achat,248256.40
7/8/2022,SAR,Achat,38428.05
7/8/2022,SAR,Achat,304.27
7/11/2022,SAR,Achat,699503.00
7/11/2022,SAR,Achat,13957.49
7/12/2022,SAR,Achat,279179.60
7/12/2022,SAR,Achat,10830.29
7/13/2022,SAR,Achat,491962.10
7/13/2022,SAR,Achat,11572.76
7/14/2022,SAR,Achat,220802.40
7/14/2022,SAR,Achat,27983.73
7/15/2022,SAR,Achat,108115.00
7/15/2022,SAR,Achat,2151.21
7/15/2022,SAR,Achat,96.19
7/18/2022,SAR,Achat,411574.10
7/18/2022,SAR,Achat,26106.82
7/18/2022,SAR,Achat,1.00
7/19/2022,SAR,Achat,287819.00
7/19/2022,SAR,Achat,52261.55
7/20/2022,SAR,Achat,574151.90
7/20/2022,SAR,Achat,14140.11
7/21/2022,SAR,Achat,173059.60
7/21/2022,SAR,Achat,1047.24
7/21/2022,SAR,Achat,1.00
7/22/2022,SAR,Achat,156342.20
7/22/2022,SAR,Achat,1692.39
7/26/2022,SAR,Achat,162413.30
7/26/2022,SAR,Achat,10710.85
7/27/2022,SAR,Achat,220827.60
7/27/2022,SAR,Achat,11788.27
7/27/2022,SAR,Achat,518.12
7/28/2022,SAR,Achat,151544.40
7/28/2022,SAR,Achat,58719.08
7/29/2022,SAR,Achat,67829.30
7/29/2022,SAR,Achat,290156.40
7/29/2022,SAR,Achat,815.69
8/1/2022,SAR,Achat,180845.70
8/1/2022,SAR,Achat,8845.38
8/2/2022,SAR,Achat,187878.60
8/2/2022,SAR,Achat,55631.81
8/2/2022,SAR,Achat,88.33
8/3/2022,SAR,Achat,185241.70
8/3/2022,SAR,Achat,348.15
8/4/2022,SAR,Achat,121065.00
8/4/2022,SAR,Achat,31831.59
8/5/2022,SAR,Achat,177230.20
8/5/2022,SAR,Achat,784.00
8/8/2022,SAR,Achat,185197.60
8/8/2022,SAR,Achat,11632.15
8/8/2022,SAR,Achat,6.32
8/9/2022,SAR,Achat,462093.80
8/9/2022,SAR,Achat,36362.37
8/10/2022,SAR,Achat,314449.10
8/10/2022,SAR,Achat,23997.48
8/11/2022,SAR,Achat,111435.10
8/11/2022,SAR,Achat,5510.11
8/12/2022,SAR,Achat,74750.20
8/12/2022,SAR,Achat,5323.65
8/15/2022,SAR,Achat,171269.00
8/15/2022,SAR,Achat,4257.35
8/16/2022,SAR,Achat,307093.50
8/16/2022,SAR,Achat,20144.74
8/17/2022,SAR,Achat,172519.90
8/17/2022,SAR,Achat,4588.28
8/18/2022,SAR,Achat,109879.70
8/18/2022,SAR,Achat,10931.32
8/18/2022,SAR,Achat,1.00
8/19/2022,SAR,Achat,166276.60
8/19/2022,SAR,Achat,906.83
8/22/2022,SAR,Achat,415013.90
8/22/2022,SAR,Achat,28016.15
8/23/2022,SAR,Achat,147511.70
8/23/2022,SAR,Achat,56000.46
8/24/2022,SAR,Achat,250364.80
8/24/2022,SAR,Achat,24534.66
8/25/2022,SAR,Achat,435957.20
8/25/2022,SAR,Achat,17649.45
8/26/2022,SAR,Achat,138209.40
8/26/2022,SAR,Achat,715.32
8/29/2022,SAR,Achat,142405.90
8/29/2022,SAR,Achat,58704.34
8/30/2022,SAR,Achat,257289.20
8/30/2022,SAR,Achat,19113.38
8/31/2022,SAR,Achat,29617.00
8/31/2022,SAR,Achat,6184.51
8/31/2022,SAR,Achat,733.49
9/1/2022,SAR,Achat,73636.50
9/1/2022,SAR,Achat,23153.21
9/1/2022,SAR,Achat,192.04
9/2/2022,SAR,Achat,105168.00
9/2/2022,SAR,Achat,40866.72
9/5/2022,SAR,Achat,362025.30
9/5/2022,SAR,Achat,44557.24
9/6/2022,SAR,Achat,20867.70
9/6/2022,SAR,Achat,53946.43
9/6/2022,SAR,Achat,691.22
9/7/2022,SAR,Achat,175732.20
9/7/2022,SAR,Achat,19383.60
9/7/2022,SAR,Achat,425.71
9/8/2022,SAR,Achat,62606.60
9/8/2022,SAR,Achat,6799.35
9/9/2022,SAR,Achat,39081.70
9/9/2022,SAR,Achat,41470.23
9/12/2022,SAR,Achat,66381.70
9/12/2022,SAR,Achat,1029.72
9/13/2022,SAR,Achat,226837.80
9/13/2022,SAR,Achat,18511.91
9/13/2022,SAR,Achat,714.67
9/14/2022,SAR,Achat,137839.10
9/14/2022,SAR,Achat,5071.05
9/14/2022,SAR,Achat,6.19
9/15/2022,SAR,Achat,67870.60
9/15/2022,SAR,Achat,315.00
9/16/2022,SAR,Achat,21140.70
9/16/2022,SAR,Achat,2465.18
9/19/2022,SAR,Achat,109664.80
9/19/2022,SAR,Achat,70636.66
9/20/2022,SAR,Achat,38311.00
9/20/2022,SAR,Achat,831.21
9/21/2022,SAR,Achat,120060.50
9/21/2022,SAR,Achat,7940.59
9/21/2022,SAR,Achat,391.25
9/22/2022,SAR,Achat,43985.90
9/22/2022,SAR,Achat,7729.24
9/23/2022,SAR,Achat,34822.20
9/23/2022,SAR,Achat,2152.55
9/26/2022,SAR,Achat,111615.00
9/26/2022,SAR,Achat,19182.49
2/10/2022,SEK,Achat,68950.00
2/11/2022,SEK,Achat,1020.57
3/22/2022,SEK,Achat,923.92
1/4/2022,SEK,Achat,3467.75
1/4/2022,SEK,Achat,6300.00
1/5/2022,SEK,Achat,4956.00
1/6/2022,SEK,Achat,7280.00
1/7/2022,SEK,Achat,696.84
1/7/2022,SEK,Achat,12180.00
1/10/2022,SEK,Achat,8610.00
1/11/2022,SEK,Achat,5460.00
1/11/2022,SEK,Achat,28118.75
1/11/2022,SEK,Achat,692.90
1/12/2022,SEK,Achat,258.45
1/12/2022,SEK,Achat,21840.00
1/12/2022,SEK,Achat,6265.00
1/13/2022,SEK,Achat,74581.15
1/13/2022,SEK,Achat,308.00
1/14/2022,SEK,Achat,40600.00
1/17/2022,SEK,Achat,685.58
1/17/2022,SEK,Achat,3427.90
1/17/2022,SEK,Achat,9730.00
1/18/2022,SEK,Achat,926.29
1/18/2022,SEK,Achat,9660.00
1/18/2022,SEK,Achat,2303.46
1/19/2022,SEK,Achat,210000.00
1/19/2022,SEK,Achat,14490.00
1/19/2022,SEK,Achat,464.38
1/21/2022,SEK,Achat,2793.72
1/21/2022,SEK,Achat,11788.43
1/24/2022,SEK,Achat,3981.33
1/24/2022,SEK,Achat,6139.00
1/24/2022,SEK,Achat,1636.43
1/25/2022,SEK,Achat,1400.00
1/25/2022,SEK,Achat,24420.94
1/26/2022,SEK,Achat,700.00
1/26/2022,SEK,Achat,5826.53
1/26/2022,SEK,Achat,1292.32
1/27/2022,SEK,Achat,4210.14
1/27/2022,SEK,Achat,322.00
1/28/2022,SEK,Achat,24465.00
1/28/2022,SEK,Achat,140.00
1/31/2022,SEK,Achat,6850.63
1/31/2022,SEK,Achat,7350.00
1/31/2022,SEK,Achat,171.85
2/1/2022,SEK,Achat,1665.88
2/1/2022,SEK,Achat,7725.71
2/1/2022,SEK,Achat,2450.00
2/2/2022,SEK,Achat,6363.00
2/2/2022,SEK,Achat,1465.84
2/2/2022,SEK,Achat,5599.60
2/3/2022,SEK,Achat,13734.00
2/3/2022,SEK,Achat,137665.00
2/4/2022,SEK,Achat,9800.00
2/4/2022,SEK,Achat,1721.64
2/4/2022,SEK,Achat,35700.00
2/7/2022,SEK,Achat,19821.88
2/7/2022,SEK,Achat,665.64
2/7/2022,SEK,Achat,11130.00
2/8/2022,SEK,Achat,9800.00
2/8/2022,SEK,Achat,104229.89
2/9/2022,SEK,Achat,18480.00
2/9/2022,SEK,Achat,872.86
2/9/2022,SEK,Achat,84.85
2/10/2022,SEK,Achat,6356.00
2/10/2022,SEK,Achat,324.85
2/10/2022,SEK,Achat,1565.17
2/11/2022,SEK,Achat,11854.76
2/11/2022,SEK,Achat,117880.00
2/14/2022,SEK,Achat,2601.35
2/14/2022,SEK,Achat,13510.00
2/15/2022,SEK,Achat,236.49
2/15/2022,SEK,Achat,40603.26
2/15/2022,SEK,Achat,1750.00
2/16/2022,SEK,Achat,5320.00
2/17/2022,SEK,Achat,2361.99
2/18/2022,SEK,Achat,8274.00
2/18/2022,SEK,Achat,239.27
2/18/2022,SEK,Achat,168.35
2/21/2022,SEK,Achat,8286.15
2/21/2022,SEK,Achat,15498.00
2/21/2022,SEK,Achat,239.66
2/22/2022,SEK,Achat,7547.27
2/22/2022,SEK,Achat,3500.00
2/23/2022,SEK,Achat,41090.00
2/23/2022,SEK,Achat,606.96
2/23/2022,SEK,Achat,6177.87
2/24/2022,SEK,Achat,2674.00
2/24/2022,SEK,Achat,14835.51
2/25/2022,SEK,Achat,527.16
2/25/2022,SEK,Achat,131542.63
2/25/2022,SEK,Achat,1470.00
2/28/2022,SEK,Achat,71826.40
2/28/2022,SEK,Achat,11655.00
2/28/2022,SEK,Achat,656.17
3/1/2022,SEK,Achat,9800.00
3/1/2022,SEK,Achat,2349.37
3/2/2022,SEK,Achat,2114.90
3/3/2022,SEK,Achat,700.00
3/3/2022,SEK,Achat,10780.00
3/4/2022,SEK,Achat,2429.88
3/4/2022,SEK,Achat,488.76
3/4/2022,SEK,Achat,5950.00
3/7/2022,SEK,Achat,19012.00
3/7/2022,SEK,Achat,70289.65
3/8/2022,SEK,Achat,19670.00
3/8/2022,SEK,Achat,1128.44
3/8/2022,SEK,Achat,16998.66
3/9/2022,SEK,Achat,13510.00
3/9/2022,SEK,Achat,628.09
3/10/2022,SEK,Achat,174.33
3/10/2022,SEK,Achat,9100.00
3/11/2022,SEK,Achat,81409.19
3/11/2022,SEK,Achat,55020.00
3/14/2022,SEK,Achat,2392.59
3/14/2022,SEK,Achat,59668.00
3/14/2022,SEK,Achat,722.37
3/15/2022,SEK,Achat,1246.88
3/15/2022,SEK,Achat,350.00
3/15/2022,SEK,Achat,4744.31
3/16/2022,SEK,Achat,7700.00
3/16/2022,SEK,Achat,359.26
3/17/2022,SEK,Achat,8050.00
3/17/2022,SEK,Achat,3900.51
3/18/2022,SEK,Achat,8462.04
3/18/2022,SEK,Achat,11200.00
3/21/2022,SEK,Achat,14350.00
3/21/2022,SEK,Achat,199.04
3/22/2022,SEK,Achat,2800.00
3/22/2022,SEK,Achat,6945.40
3/22/2022,SEK,Achat,1643.45
3/23/2022,SEK,Achat,57358.00
3/23/2022,SEK,Achat,355.60
3/23/2022,SEK,Achat,13157.36
3/24/2022,SEK,Achat,350.34
3/24/2022,SEK,Achat,7700.00
3/24/2022,SEK,Achat,266831.20
3/25/2022,SEK,Achat,7350.00
3/25/2022,SEK,Achat,249.73
3/28/2022,SEK,Achat,12355.00
3/28/2022,SEK,Achat,22651.55
3/29/2022,SEK,Achat,60989.29
3/29/2022,SEK,Achat,2450.00
3/29/2022,SEK,Achat,933.27
3/30/2022,SEK,Achat,665.00
3/30/2022,SEK,Achat,99120.00
3/30/2022,SEK,Achat,249.28
4/1/2022,SEK,Achat,1758.84
4/1/2022,SEK,Achat,10500.00
4/1/2022,SEK,Achat,207.20
4/4/2022,SEK,Achat,9940.00
4/4/2022,SEK,Achat,4190.36
4/5/2022,SEK,Achat,6440.00
4/5/2022,SEK,Achat,602.49
4/5/2022,SEK,Achat,5215.00
4/6/2022,SEK,Achat,132.13
4/6/2022,SEK,Achat,3150.00
4/7/2022,SEK,Achat,15050.00
4/7/2022,SEK,Achat,11029.20
4/8/2022,SEK,Achat,1848.00
4/11/2022,SEK,Achat,21000.00
4/11/2022,SEK,Achat,234.40
4/11/2022,SEK,Achat,8421.80
4/12/2022,SEK,Achat,234.74
4/12/2022,SEK,Achat,2324.00
4/12/2022,SEK,Achat,2693.45
4/13/2022,SEK,Achat,1050.00
4/13/2022,SEK,Achat,57078.53
4/14/2022,SEK,Achat,1400.00
4/14/2022,SEK,Achat,56000.00
4/15/2022,SEK,Achat,350.00
4/15/2022,SEK,Achat,9291.83
4/15/2022,SEK,Achat,464.59
4/18/2022,SEK,Achat,15260.00
4/19/2022,SEK,Achat,16940.00
4/20/2022,SEK,Achat,1627.82
4/20/2022,SEK,Achat,4464.60
4/20/2022,SEK,Achat,23450.00
4/21/2022,SEK,Achat,2473.10
4/22/2022,SEK,Achat,8287.30
4/22/2022,SEK,Achat,19600.00
4/25/2022,SEK,Achat,698.42
4/25/2022,SEK,Achat,3150.00
4/25/2022,SEK,Achat,48658.78
4/26/2022,SEK,Achat,7700.00
4/27/2022,SEK,Achat,5029.30
4/27/2022,SEK,Achat,12782.00
4/28/2022,SEK,Achat,8400.00
4/28/2022,SEK,Achat,179344.43
4/29/2022,SEK,Achat,3262.00
4/29/2022,SEK,Achat,169.19
4/29/2022,SEK,Achat,3324.03
5/4/2022,SEK,Achat,6405.03
5/4/2022,SEK,Achat,30240.00
5/4/2022,SEK,Achat,698.26
5/5/2022,SEK,Achat,5040.00
5/5/2022,SEK,Achat,1531.08
5/5/2022,SEK,Achat,499.18
5/6/2022,SEK,Achat,1190.00
5/6/2022,SEK,Achat,470.55
5/6/2022,SEK,Achat,700.00
5/9/2022,SEK,Achat,1186.56
5/9/2022,SEK,Achat,16919.00
5/9/2022,SEK,Achat,2719.43
5/11/2022,SEK,Achat,2.75
5/11/2022,SEK,Achat,5600.00
5/11/2022,SEK,Achat,9268.69
5/12/2022,SEK,Achat,23870.00
5/12/2022,SEK,Achat,1198.69
5/12/2022,SEK,Achat,2397.59
5/13/2022,SEK,Achat,210000.00
5/13/2022,SEK,Achat,1911.20
5/13/2022,SEK,Achat,3500.00
5/16/2022,SEK,Achat,13125.00
5/17/2022,SEK,Achat,14120.50
5/17/2022,SEK,Achat,7000.00
5/18/2022,SEK,Achat,5033.00
5/18/2022,SEK,Achat,3531.55
5/19/2022,SEK,Achat,2800.00
5/20/2022,SEK,Achat,2100.00
5/20/2022,SEK,Achat,4464.60
5/23/2022,SEK,Achat,16641.37
5/23/2022,SEK,Achat,46200.00
5/24/2022,SEK,Achat,23100.00
5/24/2022,SEK,Achat,14000.00
5/25/2022,SEK,Achat,21070.00
5/25/2022,SEK,Achat,750.79
5/25/2022,SEK,Achat,2.71
5/26/2022,SEK,Achat,30968.00
5/26/2022,SEK,Achat,3500.00
5/27/2022,SEK,Achat,211.88
5/27/2022,SEK,Achat,4705.72
5/27/2022,SEK,Achat,6860.00
5/30/2022,SEK,Achat,11778.94
5/30/2022,SEK,Achat,27860.00
5/31/2022,SEK,Achat,6082.24
5/31/2022,SEK,Achat,187.65
5/31/2022,SEK,Achat,10500.00
6/1/2022,SEK,Achat,5600.00
6/1/2022,SEK,Achat,219993.10
6/1/2022,SEK,Achat,448.53
6/2/2022,SEK,Achat,19810.00
6/2/2022,SEK,Achat,20877.72
6/2/2022,SEK,Achat,471.00
6/3/2022,SEK,Achat,7658.00
6/3/2022,SEK,Achat,1419.12
6/6/2022,SEK,Achat,22890.00
6/6/2022,SEK,Achat,4585.27
6/7/2022,SEK,Achat,22750.00
6/8/2022,SEK,Achat,4270.00
6/8/2022,SEK,Achat,3500.00
6/8/2022,SEK,Achat,471.95
6/9/2022,SEK,Achat,101150.00
6/10/2022,SEK,Achat,19285.00
6/13/2022,SEK,Achat,52290.00
6/13/2022,SEK,Achat,2376.17
6/13/2022,SEK,Achat,237.99
6/14/2022,SEK,Achat,20300.00
6/14/2022,SEK,Achat,2968.72
6/15/2022,SEK,Achat,25655.00
6/15/2022,SEK,Achat,54419.74
6/15/2022,SEK,Achat,1191.81
6/16/2022,SEK,Achat,9800.00
6/16/2022,SEK,Achat,1561.15
